Location,State,Lat,Long
VALIER,MT,48.3,-112.36
VANDALIA,MT,48.35,-106.9
VAUGHN,MT,47.59,-111.64
VICTOR,MT,46.39,-114.26
VIDA,MT,47.86,-105.42
VIRGINIA CITY,MT,45.28,-111.91
VOLBORG,MT,45.98,-105.72
WARM SPRINGS,MT,46.16,-112.83
WESTBY,MT,48.83,-104.16
ESSEX,MT,48.31,-113.35
LAKE MC DONALD,MT,48.62,-113.87
LAKE MCDONALD,MT,48.62,-113.87
WEST GLACIER,MT,48.62,-113.87
APGAR,MT,48.61,-113.81
WEST YELLOWSTONE,MT,44.69,-111.21
W YELLOWSTONE,MT,44.69,-111.21
WHITEFISH,MT,48.44,-114.53
WHITEHALL,MT,45.86,-112.24
WHITE SULPHUR SPRINGS,MT,46.57,-111
WHT SPHR SPGS,MT,46.57,-111
WHITETAIL,MT,48.92,-105.19
WHITEWATER,MT,48.78,-107.51
WHITLASH,MT,48.91,-111.15
WIBAUX,MT,47.01,-104.32
WILLOW CREEK,MT,45.82,-111.63
WILSALL,MT,46.06,-110.59
WINIFRED,MT,47.63,-109.21
MOSBY,MT,47.08,-107.8
CAT CREEK,MT,47.11,-108.22
WISDOM,MT,45.54,-113.54
WISE RIVER,MT,45.66,-112.93
WOLF CREEK,MT,47.08,-112.17
CRAIG,MT,47.08,-112.17
WOLF POINT,MT,48.28,-105.66
WORDEN,MT,46.12,-108.09
WYOLA,MT,45.1,-107.41
ZORTMAN,MT,47.78,-108.53
ZURICH,MT,48.66,-109.01
CAPITOL,MT,45.46,-104.18
ABERCROMBIE,ND,46.44,-96.72
ADAMS,ND,48.41,-98.07
ALAMO,ND,48.58,-103.46
APPAM,ND,48.58,-103.46
CORINTH,ND,48.58,-103.46
ALEXANDER,ND,47.84,-103.64
RAWSON,ND,47.84,-103.64
CHARBONNEAU,ND,47.84,-103.64
ALMONT,ND,46.72,-101.5
AMBROSE,ND,48.95,-103.48
AMIDON,ND,46.48,-103.31
ANAMOOSE,ND,47.88,-100.24
AYLMER,ND,47.88,-100.24
MARTIN,ND,47.82,-100.11
CLIFTON,ND,47.82,-100.11
ANETA,ND,47.67,-97.98
ANTLER,ND,48.97,-101.28
KUROKI,ND,48.97,-101.28
ARNEGARD,ND,47.8,-103.43
ARTHUR,ND,47.1,-97.21
ARVILLA,ND,47.91,-97.49
ASHLEY,ND,46.03,-99.37
VENTURIA,ND,46.03,-99.37
DANZIG,ND,46.03,-99.37
NELVIK,ND,46.03,-99.37
BALDWIN,ND,46.97,-100.75
BANTRY,ND,48.49,-100.6
BATHGATE,ND,48.88,-97.47
BEACH,ND,46.91,-104
TROTTERS,ND,46.91,-104
BELCOURT,ND,48.84,-99.74
BELFIELD,ND,46.88,-103.19
FRYBURG,ND,46.88,-103.19
FAIRFIELD,ND,47.18,-103.21
GORHAM,ND,47.18,-103.21
BENEDICT,ND,47.83,-101.08
BERTHOLD,ND,48.31,-101.73
BLAISDELL,ND,48.31,-101.73
FOXHOLM,ND,48.31,-101.73
TAGUS,ND,48.31,-101.73
LONE TREE,ND,48.31,-101.73
BEULAH,ND,47.26,-101.77
BINFORD,ND,47.55,-98.34
KINGSLEY,ND,47.55,-98.34
SUTTON,ND,47.4,-98.43
AGATE,ND,48.57,-99.66
BISBEE,ND,48.62,-99.37
BISMARCK,ND,46.8,-100.76
BIS,ND,46.8,-100.76
LINCOLN,ND,46.8,-100.76
LIVONA,ND,46.8,-100.76
BOTTINEAU,ND,48.82,-100.44
LAKE METIGOSHE,ND,48.82,-100.44
METIGOSHE,ND,48.82,-100.44
BOWBELLS,ND,48.8,-102.24
COTEAU,ND,48.8,-102.24
BOWDON,ND,47.46,-99.7
HEATON,ND,47.46,-99.7
CHASELEY,ND,47.45,-99.8
BOWMAN,ND,46.18,-103.4
BUFFALO SPG,ND,46.18,-103.4
BUFFALO SPRINGS,ND,46.18,-103.4
GRIFFIN,ND,46.18,-103.4
LADD,ND,46.18,-103.4
BROCKET,ND,48.21,-98.35
BUCHANAN,ND,47.06,-98.82
BUFFALO,ND,46.92,-97.55
BURLINGTON,ND,48.27,-101.42
BUTTE,ND,47.83,-100.66
KIEF,ND,47.83,-100.66
BUXTON,ND,47.6,-97.09
CALEDONIA,ND,47.45,-96.88
CUMMINGS,ND,47.51,-97.07
CANDO,ND,48.48,-99.2
MAZA,ND,48.48,-99.2
CARPIO,ND,48.44,-101.71
HARTLAND,ND,48.44,-101.71
CARRINGTON,ND,47.45,-99.12
BORDULAC,ND,47.45,-99.12
MELVILLE,ND,47.45,-99.12
BARLOW,ND,47.45,-99.12
DOVER,ND,47.45,-99.12
ROSE HILL,ND,47.45,-99.12
CARSON,ND,46.42,-101.57
LEITH,ND,46.42,-101.57
BRISBANE,ND,46.42,-101.57
CARTWRIGHT,ND,47.86,-103.93
AMENIA,ND,47,-97.22
CASSELTON,ND,46.9,-97.21
WHEATLAND,ND,46.9,-97.34
CHAFFEE,ND,46.9,-97.34
EMBDEN,ND,46.9,-97.34
CATHAY,ND,47.55,-99.41
EMRICK,ND,47.55,-99.41
CAVALIER,ND,48.79,-97.62
BACKOO,ND,48.79,-97.62
CAVALIER AFS,ND,48.79,-97.62
CONCRETE,ND,48.79,-97.62
AKRA,ND,48.79,-97.62
GLASSTON,ND,48.7,-97.44
CAYUGA,ND,46.07,-97.38
CENTER,ND,47.11,-101.29
FORT CLARK,ND,47.11,-101.29
HENSLER,ND,47.11,-101.29
PRICE,ND,47.11,-101.29
SANGER,ND,47.11,-101.29
CHRISTINE,ND,46.57,-96.8
CHURCHS FERRY,ND,48.26,-99.19
CLEVELAND,ND,46.89,-99.12
WINDSOR,ND,46.89,-99.12
CLIFFORD,ND,47.34,-97.4
COGSWELL,ND,46.1,-97.78
BRAMPTON,ND,46.1,-97.78
STRAUBVILLE,ND,46.1,-97.78
COLEHARBOR,ND,47.54,-101.22
COLFAX,ND,46.47,-96.87
COLUMBUS,ND,48.9,-102.78
LARSON,ND,48.9,-102.78
COOPERSTOWN,ND,47.44,-98.12
COOPERSTWN,ND,47.44,-98.12
SHEPARD,ND,47.44,-98.12
JESSIE,ND,47.54,-98.23
COURTENAY,ND,47.22,-98.56
CROSBY,ND,48.91,-103.29
CRYSTAL,ND,48.59,-97.66
DAVENPORT,ND,46.71,-97.06
WARREN,ND,46.71,-97.06
DAWSON,ND,46.86,-99.75
DAZEY,ND,47.18,-98.2
SIBLEY,ND,47.18,-98.2
DEERING,ND,48.39,-101.04
DES LACS,ND,48.25,-101.56
DEVILS LAKE,ND,48.11,-98.87
DEVILS LK,ND,48.11,-98.87
CRARY,ND,48.07,-98.64
DOYON,ND,48.07,-98.64
SOUTHAM,ND,48.07,-98.64
PENN,ND,48.22,-99.08
WEBSTER,ND,48.28,-98.87
GARSKE,ND,48.28,-98.87
DICKINSON,ND,46.88,-102.78
NEW HRADEC,ND,46.88,-102.78
LEHIGH,ND,46.88,-102.78
DODGE,ND,47.3,-102.2
DONNYBROOK,ND,48.5,-101.88
COULEE,ND,48.5,-101.88
AURELIA,ND,48.5,-101.88
DOUGLAS,ND,47.85,-101.5
BALFOUR,ND,47.95,-100.53
DRAKE,ND,47.92,-100.37
GUTHRIE,ND,47.92,-100.37
DRAYTON,ND,48.56,-97.17
BOWESMONT,ND,48.56,-97.17
DUNN CENTER,ND,47.35,-102.62
DUNN CTR,ND,47.35,-102.62
DUNSEITH,ND,48.81,-100.06
SAN HAVEN,ND,48.81,-100.06
EDGELEY,ND,46.36,-98.71
MERRICOURT,ND,46.36,-98.71
EDINBURG,ND,48.49,-97.86
GARDAR,ND,48.49,-97.86
EDMORE,ND,48.41,-98.45
EGELAND,ND,48.62,-99.09
ELGIN,ND,46.4,-101.84
HEIL,ND,46.4,-101.84
ELLENDALE,ND,46,-98.52
MONANGO,ND,46,-98.52
EMERADO,ND,47.92,-97.36
ENDERLIN,ND,46.62,-97.59
LUCCA,ND,46.62,-97.59
EPPING,ND,48.28,-103.35
SPRING BROOK,ND,48.28,-103.35
AYR,ND,47.04,-97.49
ERIE,ND,47.11,-97.38
ESMOND,ND,48.03,-99.76
FILLMORE,ND,48.03,-99.76
FAIRDALE,ND,48.48,-98.23
FAIRMOUNT,ND,46.05,-96.6
FARGO,ND,46.87,-96.81
NORTH RIVER,ND,46.87,-96.81
REILES ACRES,ND,46.87,-96.81
BRIARWOOD,ND,46.87,-96.81
FRONTIER,ND,46.87,-96.81
PRAIRIE ROSE,ND,46.87,-96.81
BLUE CROSS,ND,46.87,-96.81
SANFORD,ND,46.87,-96.81
BANK OF THE WEST,ND,46.87,-96.81
US BANK,ND,46.87,-96.81
WELLS FARGO,ND,46.87,-96.81
FESSENDEN,ND,47.64,-99.62
FINGAL,ND,46.76,-97.79
ALICE,ND,46.76,-97.79
FINLEY,ND,47.51,-97.83
FLASHER,ND,46.45,-101.23
LARK,ND,46.45,-101.23
FALLON,ND,46.45,-101.23
FREDA,ND,46.45,-101.23
RALEIGH,ND,46.36,-101.3
SAINT GERTRUDE,ND,46.36,-101.3
ST GERTRUDE,ND,46.36,-101.3
SHIELDS,ND,46.23,-101.13
PORCUPINE,ND,46.23,-101.13
FLAXTON,ND,48.89,-102.39
NORTHGATE,ND,48.89,-102.39
FORBES,ND,45.94,-98.78
FORDVILLE,ND,48.21,-97.79
FOREST RIVER,ND,48.21,-97.47
CONWAY,ND,48.21,-97.47
OPS,ND,48.21,-97.47
FORMAN,ND,46.1,-97.63
FORT RANSOM,ND,46.52,-97.93
ENGLEVALE,ND,46.52,-97.93
FORT TOTTEN,ND,47.97,-98.99
FT TOTTEN,ND,47.97,-98.99
FORTUNA,ND,48.91,-103.77
COLGAN,ND,48.91,-103.77
CANNON BALL,ND,46.31,-100.63
CANNONBALL,ND,46.31,-100.63
FORT YATES,ND,46.08,-100.63
FT YATES,ND,46.08,-100.63
FULLERTON,ND,46.16,-98.42
MAPLE,ND,46.16,-98.42
GACKLE,ND,46.62,-99.14
GALESBURG,ND,47.27,-97.4
GARDNER,ND,47.14,-96.96
GARRISON,ND,47.65,-101.42
EMMET,ND,47.65,-101.42
WHITE SHIELD,ND,47.65,-101.42
GILBY,ND,48.08,-97.46
HONEYFORD,ND,48.08,-97.46
JOHNSTOWN,ND,48.08,-97.46
GLADSTONE,ND,46.86,-102.56
LEFOR,ND,46.68,-102.55
GLENBURN,ND,48.51,-101.22
WOLSETH,ND,48.51,-101.22
GLENFIELD,ND,47.45,-98.56
JUANITA,ND,47.45,-98.56
GLEN ULLIN,ND,46.81,-101.83
EAGLES NEST,ND,46.81,-101.83
GOLDEN VALLEY,ND,47.29,-102.06
GOLDENVALLEY,ND,47.29,-102.06
GOLVA,ND,46.73,-103.98
DENHOFF,ND,47.48,-100.26
GOODRICH,ND,47.47,-100.12
GRACE CITY,ND,47.55,-98.8
GRACE CTY,ND,47.55,-98.8
GRAFTON,ND,48.41,-97.4
NASH,ND,48.41,-97.4
GRAND FORKS,ND,47.91,-97.07
GRAND FORKS AFB,ND,47.96,-97.38
GFAFB,ND,47.96,-97.38
GRAND FORKS AIR FORCE BASE,ND,47.96,-97.38
GFAFB POSTAL SERVICE CENTER,ND,47.91,-97.07
GRANDIN,ND,47.23,-97
GRANVILLE,ND,48.26,-100.84
SIMCOE,ND,48.26,-100.84
GRASSY BUTTE,ND,47.4,-103.25
RHOADES,ND,47.4,-103.25
GRENORA,ND,48.61,-103.93
ALKABO,ND,48.61,-103.93
WESTBY,ND,48.61,-103.93
GWINNER,ND,46.22,-97.65
CRETE,ND,46.22,-97.65
STIRUM,ND,46.21,-97.8
HAGUE,ND,46.02,-99.99
WESTFIELD,ND,46.02,-99.99
HALLIDAY,ND,47.35,-102.33
WERNER,ND,47.35,-102.33
TWIN BUTTES,ND,47.35,-102.33
HAMILTON,ND,48.8,-97.45
HAMPDEN,ND,48.53,-98.65
HANKINSON,ND,46.07,-96.89
HANNAFORD,ND,47.31,-98.18
WALUM,ND,47.31,-98.18
KARNAK,ND,47.31,-98.18
REVERE,ND,47.31,-98.18
HARVEY,ND,47.77,-99.93
HAMBERG,ND,47.77,-99.93
HEIMDAL,ND,47.77,-99.93
MANFRED,ND,47.77,-99.93
SELZ,ND,47.77,-99.93
SAUNDERSVILLE,ND,47.77,-99.93
WELLSBURG,ND,47.77,-99.93
ARGUSVILLE,ND,47.05,-96.94
HARWOOD,ND,46.98,-96.87
PROSPER,ND,46.98,-96.87
HATTON,ND,47.63,-97.45
HAVANA,ND,45.95,-97.61
HAZELTON,ND,46.48,-100.27
HAZEN,ND,47.29,-101.62
PICK CITY,ND,47.29,-101.62
HEBRON,ND,46.9,-102.04
HENSEL,ND,48.68,-97.66
HETTINGER,ND,46,-102.63
BUCYRUS,ND,46,-102.63
HAYNES,ND,46,-102.63
BLANCHARD,ND,47.34,-97.21
HILLSBORO,ND,47.4,-97.06
KELSO,ND,47.4,-97.06
HOOPLE,ND,48.53,-97.63
HOPE,ND,47.32,-97.71
COLGATE,ND,47.32,-97.71
LUVERNE,ND,47.25,-97.93
PILLSBURY,ND,47.2,-97.79
HORACE,ND,46.75,-96.9
HICKSON,ND,46.75,-96.9
OXBOW,ND,46.75,-96.9
WILD RICE,ND,46.75,-96.9
ABSARAKA,ND,46.97,-97.39
HUNTER,ND,47.19,-97.21
HURDSFIELD,ND,47.44,-99.93
INKSTER,ND,48.15,-97.64
ORR,ND,48.15,-97.64
JAMESTOWN,ND,46.91,-98.69
ELDRIDGE,ND,46.91,-98.69
SYDNEY,ND,46.91,-98.69
BLOOM,ND,46.91,-98.69
FRIED,ND,46.91,-98.69
HOMER,ND,46.91,-98.69
JAMESTWN,ND,46.91,-98.69
JMST,ND,46.91,-98.69
LIPPERT,ND,46.91,-98.69
SPIRITWOOD LAKE,ND,46.91,-98.69
WOODBURY,ND,46.91,-98.69
JAMESTOWN COLLEGE,ND,46.91,-98.69
PINGREE,ND,47.16,-98.9
EDMUNDS,ND,47.16,-98.9
JUD,ND,46.52,-98.89
ALFRED,ND,46.52,-98.89
NORTONVILLE,ND,46.52,-98.89
KARLSRUHE,ND,48.09,-100.61
KATHRYN,ND,46.67,-97.96
HASTINGS,ND,46.67,-97.96
KEENE,ND,47.93,-102.95
JOHNSONS CORNER,ND,47.93,-102.95
KENMARE,ND,48.67,-102.08
NORMA,ND,48.67,-102.08
KENASTON,ND,48.67,-102.08
NIOBE,ND,48.67,-102.08
SPENCER,ND,48.67,-102.08
KENSAL,ND,47.3,-98.73
KILLDEER,ND,47.36,-102.75
KINDRED,ND,46.65,-97.02
KNOX,ND,48.34,-99.68
KRAMER,ND,48.69,-100.7
FREDONIA,ND,46.32,-99.09
KULM,ND,46.3,-98.94
LAKOTA,ND,48.04,-98.34
MAPES,ND,48.04,-98.34
BARTLETT,ND,48.04,-98.34
BERLIN,ND,46.37,-98.48
LAMOURE,ND,46.37,-98.48
DICKEY,ND,46.53,-98.46
GRAND RAPIDS,ND,46.37,-98.28
LA MOURE,ND,46.37,-98.28
LANGDON,ND,48.76,-98.37
DRESDEN,ND,48.76,-98.37
MOUNT CARMEL,ND,48.76,-98.37
MAIDA,ND,48.99,-98.36
WALES,ND,48.89,-98.6
LANKIN,ND,48.31,-97.92
LANSFORD,ND,48.62,-101.37
GRANO,ND,48.62,-101.37
LOCKWOOD,ND,48.62,-101.37
LARIMORE,ND,47.9,-97.62
MCCANNA,ND,47.9,-97.62
LAWTON,ND,48.3,-98.36
LEEDS,ND,48.28,-99.43
HARLOW,ND,48.28,-99.43
LEHR,ND,46.28,-99.35
LEONARD,ND,46.65,-97.24
LIDGERWOOD,ND,46.07,-97.14
GENESEO,ND,46.07,-97.14
LIGNITE,ND,48.87,-102.56
LINTON,ND,46.26,-100.23
TEMVIK,ND,46.26,-100.23
LISBON,ND,46.43,-97.68
ELLIOTT,ND,46.43,-97.68
LITCHVILLE,ND,46.65,-98.19
MCCLUSKY,ND,47.48,-100.44
MC CLUSKY,ND,47.48,-100.44
PICKARDVILLE,ND,47.48,-100.44
MCGREGOR,ND,48.6,-102.93
MC GREGOR,ND,48.6,-102.93
MCHENRY,ND,47.57,-98.59
MC HENRY,ND,47.57,-98.59
MCLEOD,ND,46.39,-97.29
MCVILLE,ND,47.76,-98.17
KLOTEN,ND,47.76,-98.17
MADDOCK,ND,47.96,-99.52
FLORA,ND,47.96,-99.52
HESPER,ND,47.96,-99.52
MAKOTI,ND,47.96,-101.8
MANDAN,ND,46.82,-100.88
FORT RICE,ND,46.82,-100.88
HUFF,ND,46.82,-100.88
SAINT ANTHONY,ND,46.82,-100.88
ST ANTHONY,ND,46.82,-100.88
MANDAREE,ND,47.73,-102.67
MANNING,ND,47.23,-102.76
MANTADOR,ND,46.16,-96.97
MANVEL,ND,48.07,-97.17
MAPLETON,ND,46.89,-97.05
DURBIN,ND,46.89,-97.05
MARION,ND,46.6,-98.33
MAX,ND,47.81,-101.29
PRAIRIEVIEW,ND,47.81,-101.29
MAXBASS,ND,48.72,-101.14
DUNNING,ND,48.72,-101.14
ECKMAN,ND,48.72,-101.14
MAYVILLE,ND,47.5,-97.32
MEDINA,ND,46.89,-99.3
CRYSTAL SPGS,ND,46.89,-99.3
CRYSTAL SPRINGS,ND,46.89,-99.3
MEDORA,ND,46.91,-103.52
MEKINOCK,ND,48.01,-97.36
MENOKEN,ND,46.81,-100.51
APPLE VALLEY,ND,46.81,-100.51
MERCER,ND,47.49,-100.71
DAHLEN,ND,48.15,-97.92
MICHIGAN,ND,48.02,-98.11
WHITMAN,ND,48.02,-98.11
MILNOR,ND,46.26,-97.45
DELAMERE,ND,46.26,-97.45
MILTON,ND,48.62,-98.04
UNION,ND,48.62,-98.04
MINNEWAUKAN,ND,48.06,-99.25
BRINSMADE,ND,48.06,-99.25
MINOT,ND,48.23,-101.29
LOGAN,ND,48.23,-101.29
RUTHVILLE,ND,48.23,-101.29
SOUTH PRAIRIE,ND,48.23,-101.29
MINOT AFB,ND,48.41,-101.33
MAFB,ND,48.41,-101.33
MINOT A F B,ND,48.41,-101.33
MINOT AIR FORCE BASE,ND,48.41,-101.33
MINOT STATE UNIVERSITY,ND,48.23,-101.29
NORWICH,ND,48.25,-100.98
MINTO,ND,48.29,-97.37
ARDOCH,ND,48.29,-97.37
VOSS,ND,48.29,-97.37
WARSAW,ND,48.29,-97.37
BRADDOCK,ND,46.56,-100.08
MOFFIT,ND,46.68,-100.28
MOHALL,ND,48.76,-101.51
LORAINE,ND,48.76,-101.51
MONTPELIER,ND,46.69,-98.58
ADRIAN,ND,46.69,-98.58
MILLARTON,ND,46.69,-98.58
MOORETON,ND,46.26,-96.87
MOTT,ND,46.37,-102.31
BURT,ND,46.37,-102.31
MOUNTAIN,ND,48.68,-97.86
ALSEN,ND,48.62,-98.7
LOMA,ND,48.62,-98.7
MOSCOW,ND,48.62,-98.7
CALVIN,ND,48.85,-98.93
MUNICH,ND,48.66,-98.83
CALIO,ND,48.66,-98.83
CLYDE,ND,48.66,-98.83
MYLO,ND,48.63,-99.61
PERTH,ND,48.71,-99.45
KINTYRE,ND,46.55,-99.95
NAPOLEON,ND,46.5,-99.76
NECHE,ND,48.98,-97.55
NEKOMA,ND,48.57,-98.37
NEWBURG,ND,48.71,-100.91
NEWBERG,ND,48.71,-100.91
RUSSELL,ND,48.71,-100.91
NEW ENGLAND,ND,46.54,-102.86
HAVELOCK,ND,46.54,-102.86
SCHEFIELD,ND,46.54,-102.86
NEW LEIPZIG,ND,46.37,-101.95
BENTLEY,ND,46.37,-101.95
NEW ROCKFORD,ND,47.68,-99.13
BRANTFORD,ND,47.68,-99.13
BREMEN,ND,47.68,-99.13
MUNSTER,ND,47.68,-99.13
NEW ROCKFRD,ND,47.68,-99.13
NEW SALEM,ND,46.84,-101.41
HANNOVER,ND,46.84,-101.41
JUDSON,ND,46.84,-101.41
BLUE GRASS,ND,46.84,-101.41
NEW TOWN,ND,47.98,-102.49
CHARLSON,ND,47.98,-102.49
SANISH,ND,47.98,-102.49
NEWTOWN,ND,47.98,-102.49
NIAGARA,ND,47.99,-97.87
NOME,ND,46.67,-97.81
NOONAN,ND,48.89,-103.01
NORTHWOOD,ND,47.73,-97.56
KEMPTON,ND,47.73,-97.56
OAKES,ND,46.13,-98.08
GUELPH,ND,46.13,-98.08
LUDDEN,ND,46.13,-98.08
GLOVER,ND,46.13,-98.08
OBERON,ND,47.92,-99.2
ORISKA,ND,46.93,-97.78
OSNABROCK,ND,48.67,-98.14
PAGE,ND,47.15,-97.57
PALERMO,ND,48.33,-102.22
PARK RIVER,ND,48.39,-97.74
PARSHALL,ND,47.95,-102.13
PEKIN,ND,47.79,-98.32
PEMBINA,ND,48.96,-97.24
JOLIETTE,ND,48.96,-97.24
PETERSBURG,ND,48.01,-97.99
PETTIBONE,ND,47.11,-99.52
PISEK,ND,48.31,-97.71
PLAZA,ND,48.02,-101.95
WABEK,ND,48.02,-101.95
PORTAL,ND,48.99,-102.54
PORTLAND,ND,47.49,-97.36
POWERS LAKE,ND,48.56,-102.64
BATTLEVIEW,ND,48.56,-102.64
POWERS LK,ND,48.56,-102.64
RAY,ND,48.34,-103.16
WHEELOCK,ND,48.34,-103.16
REEDER,ND,46.1,-102.94
REGENT,ND,46.42,-102.55
REYNOLDS,ND,47.67,-97.1
MARMARTH,ND,46.29,-103.93
RHAME,ND,46.23,-103.65
MARSHALL,ND,47.13,-102.33
RICHARDTON,ND,46.88,-102.31
RIVERDALE,ND,47.49,-101.36
ROBINSON,ND,47.14,-99.78
LAKE WILLIAMS,ND,47.14,-99.78
HANSBORO,ND,48.95,-99.38
ROCKLAKE,ND,48.79,-99.24
ARMOURDALE,ND,48.79,-99.24
CROCUS,ND,48.79,-99.24
ROCK LAKE,ND,48.79,-99.24
ROLETTE,ND,48.66,-99.84
NANSON,ND,48.66,-99.84
FONDA,ND,48.66,-99.84
THORNE,ND,48.66,-99.84
ROLLA,ND,48.85,-99.61
ROSEGLEN,ND,47.75,-101.83
ROSS,ND,48.31,-102.54
MANITOU,ND,48.31,-102.54
BALTA,ND,48.16,-100.03
RUGBY,ND,48.36,-99.99
ORRIN,ND,48.36,-99.99
PLEASANT LAKE,ND,48.36,-99.99
SILVA,ND,48.36,-99.99
RUTLAND,ND,46.05,-97.5
RYDER,ND,47.91,-101.67
RAUB,ND,47.91,-101.67
SAINT JOHN,ND,48.94,-99.71
ST JOHN,ND,48.94,-99.71
SAINT MICHAEL,ND,47.94,-98.9
ST MICHAEL,ND,47.94,-98.9
SAINT THOMAS,ND,48.62,-97.44
ROGERS,ND,47.07,-98.2
LEAL,ND,47.07,-98.2
SANBORN,ND,46.94,-98.22
SARLES,ND,48.94,-98.99
SAWYER,ND,48.08,-101.05
SCRANTON,ND,46.14,-103.14
GASCOYNE,ND,46.14,-103.14
HALEY,ND,46.14,-103.14
SELFRIDGE,ND,46.04,-100.92
SENTINEL BUTTE,ND,46.91,-103.84
SENTINL BUTTE,ND,46.91,-103.84
SENTINEL,ND,46.91,-103.84
SHARON,ND,47.59,-97.89
SHELDON,ND,46.58,-97.49
SHERWOOD,ND,48.96,-101.63
SHEYENNE,ND,47.82,-99.11
SOLEN,ND,46.38,-100.79
BREIEN,ND,46.38,-100.79
TIMMER,ND,46.38,-100.79
SOURIS,ND,48.91,-100.68
CARBURY,ND,48.91,-100.68
LANDA,ND,48.91,-100.68
ROTH,ND,48.91,-100.68
SOUTH HEART,ND,46.86,-102.99
SPIRITWOOD,ND,46.93,-98.5
ECKELSON,ND,46.93,-98.5
URBANA,ND,46.93,-98.5
STANLEY,ND,48.31,-102.38
BELDEN,ND,48.31,-102.38
LOSTWOOD,ND,48.31,-102.38
LUNDS VALLEY,ND,48.31,-102.38
WHITE EARTH,ND,48.38,-102.77
STANTON,ND,47.31,-101.38
STARKWEATHER,ND,48.45,-98.87
STEELE,ND,46.85,-99.91
DRISCOLL,ND,46.85,-100.13
STERLING,ND,46.81,-100.28
MCKENZIE,ND,46.81,-100.28
STRASBURG,ND,46.13,-100.16
STREETER,ND,46.65,-99.35
SURREY,ND,48.23,-101.13
SYKESTON,ND,47.46,-99.39
TAPPEN,ND,46.87,-99.62
TAYLOR,ND,46.9,-102.42
THOMPSON,ND,47.77,-97.1
TIOGA,ND,48.39,-102.93
TEMPLE,ND,48.39,-102.93
TOKIO,ND,47.92,-98.81
WOOD LAKE,ND,47.92,-98.81
TOLLEY,ND,48.73,-101.82
GREENE,ND,48.73,-101.82
TOLNA,ND,47.82,-98.43
HAMAR,ND,47.82,-98.43
TOWER CITY,ND,46.92,-97.67
TOWNER,ND,48.34,-100.4
BERWICK,ND,48.34,-100.4
DENBIGH,ND,48.34,-100.4
TRENTON,ND,48.06,-103.85
TURTLE LAKE,ND,47.52,-100.89
TURTLE LK,ND,47.52,-100.89
TUTTLE,ND,47.14,-99.99
UNDERWOOD,ND,47.45,-101.14
UPHAM,ND,48.58,-100.72
VALLEY CITY,ND,46.92,-98
RUSO,ND,47.83,-100.93
VELVA,ND,48.05,-100.93
VERONA,ND,46.36,-98.07
VOLTAIRE,ND,48.01,-100.84
BERGEN,ND,48.01,-100.84
KONGSBERG,ND,48.01,-100.84
VERENDRYE,ND,48.01,-100.84
WAHPETON,ND,46.26,-96.6
DWIGHT,ND,46.26,-96.6
GALCHUTT,ND,46.26,-96.6
GREAT BEND,ND,46.26,-96.6
ND STATE COLLEGE OF SCIENCE,ND,46.26,-96.6
WALCOTT,ND,46.55,-96.93
HANNAH,ND,48.97,-98.69
WALHALLA,ND,48.92,-97.91
LEROY,ND,48.92,-97.91
WARWICK,ND,47.85,-98.7
WASHBURN,ND,47.29,-101.02
FALKIRK,ND,47.29,-101.02
WATFORD CITY,ND,47.8,-103.27
WATFORD CTY,ND,47.8,-103.27
WATFORD CY,ND,47.8,-103.27
WEST FARGO,ND,46.87,-96.89
RIVERSIDE,ND,46.87,-96.89
WESTHOPE,ND,48.91,-101.01
WILDROSE,ND,48.62,-103.18
HAMLET,ND,48.62,-103.18
WILLISTON,ND,48.16,-103.63
BONETRAILL,ND,48.16,-103.63
BUFORD,ND,48.16,-103.63
ROUND PRAIRIE,ND,48.16,-103.63
WILLOW CITY,ND,48.6,-100.29
BARTON,ND,48.6,-100.29
OVERLY,ND,48.6,-100.29
OMEMEE,ND,48.6,-100.29
OSTBY,ND,48.6,-100.29
WILTON,ND,47.15,-100.78
WIMBLEDON,ND,47.17,-98.45
CLEMENTSVILLE,ND,47.17,-98.45
FRAZIER,ND,47.17,-98.45
REGAN,ND,47.15,-100.52
WING,ND,47.14,-100.28
ARENA,ND,47.14,-100.28
WISHEK,ND,46.25,-99.55
BURNSTAD,ND,46.25,-99.55
WOLFORD,ND,48.49,-99.7
WOODWORTH,ND,47.14,-99.3
GOLDWIN,ND,47.14,-99.3
BARNEY,ND,46.26,-96.99
WYNDMERE,ND,46.26,-97.13
YORK,ND,48.31,-99.57
BAKER,ND,48.31,-99.57
YPSILANTI,ND,46.78,-98.55
ZAHL,ND,48.56,-103.68
HANKS,ND,48.56,-103.68
MARMON,ND,48.56,-103.68
ZAP,ND,47.28,-101.92
ZEELAND,ND,45.97,-99.83
ABERDEEN,SD,45.46,-98.48
BEEBE,SD,45.46,-98.48
ORDWAY,SD,45.46,-98.48
STRATFORD,SD,45.31,-98.3
RANDOLPH,SD,45.31,-98.3
AGAR,SD,44.83,-100.07
ALCESTER,SD,43.02,-96.62
BIG SPRINGS,SD,43.02,-96.62
NORA,SD,43.02,-96.62
ALEXANDRIA,SD,43.65,-97.77
FARMER,SD,43.65,-97.77
ALLEN,SD,43.28,-101.92
ALPENA,SD,44.18,-98.36
VIRGIL,SD,44.29,-98.42
ANDOVER,SD,45.41,-97.9
ARLINGTON,SD,44.36,-97.13
HETLAND,SD,44.36,-97.13
